00:50:56:2b:d3:c1: D: x 91.37 y 72.45 z 0.70
00:50:56:2b:d3:c1: D: x 11.55 y 81.65 z 34.44
00:50:56:2b:d3:c1: D: x 47.41 y 0.31 z 55.67
00:50:56:2b:d3:c1: D: x 41.73 y 65.84 z 50.68
00:50:56:2b:d3:c1: D: x 10.59 y 30.40 z 28.88
00:50:56:2b:d3:c1: D: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: D: x 91.37 y 72.45 z 0.70
00:50:56:2b:d3:c1: D: x 11.55 y 81.65 z 34.44
00:50:56:2b:d3:c1: D: x 47.41 y 0.31 z 55.67
00:50:56:2b:d3:c1: D: x 41.73 y 65.84 z 50.68
00:50:56:2b:d3:c1: D: x 10.59 y 30.40 z 28.88
00:50:56:2b:d3:c1: D: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: D: x 91.37 y 72.45 z 0.70
00:50:56:2b:d3:c1: D: x 11.55 y 81.65 z 34.44
00:50:56:2b:d3:c1: D: x 47.41 y 0.31 z 55.67
00:50:56:2b:d3:c1: D: x 41.73 y 65.84 z 50.68
00:50:56:2b:d3:c1: D: x 10.59 y 30.40 z 28.88
00:50:56:2b:d3:c1: D: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: D: x 91.37 y 72.45 z 0.70
00:50:56:2b:d3:c1: D: x 11.55 y 81.65 z 34.44
00:50:56:2b:d3:c1: D: x 47.41 y 0.31 z 55.67
00:50:56:2b:d3:c1: D: x 41.73 y 65.84 z 50.68
00:50:56:2b:d3:c1: D: x 10.59 y 30.40 z 28.88
00:50:56:2b:d3:c1: D: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: D: x 91.37 y 72.45 z 0.70
00:50:56:2b:d3:c1: D: x 11.55 y 81.65 z 34.44
00:50:56:2b:d3:c1: D: x 47.41 y 0.31 z 55.67
00:50:56:2b:d3:c1: D: x 41.73 y 65.84 z 50.68
00:50:56:2b:d3:c1: D: x 10.59 y 30.40 z 28.88
00:50:56:2b:d3:c1: D: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: D: x 91.37 y 72.45 z 0.70
00:50:56:2b:d3:c1: D: x 11.55 y 81.65 z 34.44
00:50:56:2b:d3:c1: D: x 47.41 y 0.31 z 55.67
00:50:56:2b:d3:c1: D: x 41.73 y 65.84 z 50.68
00:50:56:2b:d3:c1: D: x 10.59 y 30.40 z 28.88
00:50:56:2b:d3:c1: D: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
00:50:56:2b:d3:c1: S: x 65.19 y 26.89 z 65.26
